endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
space,2.4365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,space,1.2933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NAN,,NAN,,0,34,34,34,1,35,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_5.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
,,,,,,space,5.0849,NAN,,NAN,,0,35,35,35,1,36,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_1.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
,,,,,,space,0.6217,NAN,,NAN,,0,36,36,36,1,37,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_2.jpeg,did not like,3.562416326,,,,,,,,,,,,,,
,,,,,,space,2.1135,NAN,,NAN,,0,37,37,37,1,38,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_27.jpeg,liked,2.843822497,,,,,,,,,,,,,,
,,,,,,space,0.9064,NAN,,NAN,,0,38,38,38,1,39,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_13.jpeg,liked,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.7036,0,0,0,0,1,1.4556,l,1.6526,,
,,,,,,,,NAN,,NAN,,0,39,39,39,1,40,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_28.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
,,,,,,space,0.7731,NAN,,NAN,,0,40,40,40,1,41,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_8.jpeg,did not like,4.942172136,,,,,,,,,,,,,,
,,,,,,space,0.5447,NAN,,NAN,,0,41,41,41,1,42,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_6.jpeg,liked,2.50187214,,,,,,,,,,,,,,
,,,,,,space,0.8732,NAN,,NAN,,0,42,42,42,1,43,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_11.jpeg,did not like,2.071164779,,,,,,,,,,,,,,
,,,,,,space,0.5501,NAN,,NAN,,0,43,43,43,1,44,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_29.jpeg,did not like,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,1.3628,0,0,0,0,1,1.7007,,,,
,,,,,,,,NAN,,NAN,,0,44,44,44,1,45,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_21.jpeg,did not like,2.642157193,,,,,,,,,,,,,,
,,,,,,space,0.6689,NAN,,NAN,,0,45,45,45,1,46,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_30.jpeg,liked,4.456234322,,,,,,,,,,,,,,
,,,,,,space,2.6802,NAN,,NAN,,0,46,46,46,1,47,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_20.jpeg,did not like,4.438512181,,,,,,,,,,,,,,
,,,,,,space,3.3612,NAN,,NAN,,0,47,47,47,1,48,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_15.jpeg,did not like,2.682944783,,,,,,,,,,,,,,
,,,,,,space,0.5811,NAN,,NAN,,0,48,48,48,1,49,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_25.jpeg,did not like,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,3.8298,0,0,0,0,1,3.46,h,0.9042,,
,,,,,,,,NAN,,NAN,,0,49,49,49,1,50,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_14.jpeg,did not like,3.195382774,,,,,,,,,,,,,,
,,,,,,space,0.8845,NAN,,NAN,,0,50,50,50,1,51,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_10.jpeg,liked,1.779333479,,,,,,,,,,,,,,
,,,,,,space,0.7746,NAN,,NAN,,0,51,51,51,1,52,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_18.jpeg,liked,4.312468682,,,,,,,,,,,,,,
,,,,,,space,0.7938,NAN,,NAN,,0,52,52,52,1,53,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_24.jpeg,did not like,4.940433059,,,,,,,,,,,,,,
,,,,,,space,0.7505,NAN,,NAN,,0,53,53,53,1,54,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_17.jpeg,liked,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.6008,0,0,0,0,1,1.9348,h,1.4179,,
,,,,,,,,NAN,,NAN,,0,54,54,54,1,55,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_9.jpeg,liked,3.602308302,,,,,,,,,,,,,,
,,,,,,space,2.6607,NAN,,NAN,,0,55,55,55,1,56,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_19.jpeg,liked,4.106391878,,,,,,,,,,,,,,
,,,,,,space,1.3169,NAN,,NAN,,0,56,56,56,1,57,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_16.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
,,,,,,space,2.8061,NAN,,NAN,,0,57,57,57,1,58,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_26.jpeg,did not like,5.246980764,,,,,,,,,,,,,,
,,,,,,space,0.5727,NAN,,NAN,,0,58,58,58,1,59,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_7.jpeg,did not like,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,2.0638,0,0,0,0,1,1.9182,h,0.8798,,
,,,,,,,,3,,5,,0,59,59,59,1,60,Charlie,Rej,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_22.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
,,,,space,2.2711,space,2.0671,NAN,,NAN,,0,60,60,60,1,61,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_1.jpeg,liked,3.613205605,,,,,,,,,,,,,,
,,,,,,space,1.0677,NAN,,NAN,,0,61,61,61,1,62,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_20.jpeg,did not like,4.988446431,,,,,,,,,,,,,,
,,,,,,space,1.4245,NAN,,NAN,,0,62,62,62,1,63,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_17.jpeg,liked,3.470791822,,,,,,,,,,,,,,
,,,,,,space,2.0705,NAN,,NAN,,0,63,63,63,1,64,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_18.jpeg,liked,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.92,0,0,0,0,1,1.5153,h,0.7591,,
,,,,,,,,NAN,,NAN,,0,64,64,64,1,65,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_2.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
,,,,,,space,3.9528,NAN,,NAN,,0,65,65,65,1,66,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_19.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
,,,,,,space,0.9535,NAN,,NAN,,0,66,66,66,1,67,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_10.jpeg,liked,3.562416326,,,,,,,,,,,,,,
,,,,,,space,0.7473,NAN,,NAN,,0,67,67,67,1,68,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_8.jpeg,liked,2.843822497,,,,,,,,,,,,,,
,,,,,,space,1.6132,NAN,,NAN,,0,68,68,68,1,69,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_23.jpeg,liked,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.733,0,0,0,0,1,1.6874,l,1.8494,,
,,,,,,,,NAN,,NAN,,0,69,69,69,1,70,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_7.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
,,,,,,space,0.908,NAN,,NAN,,0,70,70,70,1,71,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_4.jpeg,liked,4.942172136,,,,,,,,,,,,,,
,,,,,,space,1.5207,NAN,,NAN,,0,71,71,71,1,72,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_12.jpeg,liked,2.50187214,,,,,,,,,,,,,,
,,,,,,space,0.7039,NAN,,NAN,,0,72,72,72,1,73,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_5.jpeg,did not like,2.071164779,,,,,,,,,,,,,,
,,,,,,space,0.6073,NAN,,NAN,,0,73,73,73,1,74,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_22.jpeg,liked,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,6.6433,0,0,0,0,1,3.9633,,,,
,,,,,,,,NAN,,NAN,,0,74,74,74,1,75,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_3.jpeg,liked,2.642157193,,,,,,,,,,,,,,
,,,,,,space,1.1171,NAN,,NAN,,0,75,75,75,1,76,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_21.jpeg,liked,4.456234322,,,,,,,,,,,,,,
,,,,,,space,0.7172,NAN,,NAN,,0,76,76,76,1,77,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_14.jpeg,liked,4.438512181,,,,,,,,,,,,,,
,,,,,,space,0.6306,NAN,,NAN,,0,77,77,77,1,78,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_28.jpeg,liked,2.682944783,,,,,,,,,,,,,,
,,,,,,space,0.7204,NAN,,NAN,,0,78,78,78,1,79,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_11.jpeg,did not like,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6904,0,0,0,0,1,1.6471,,,,
,,,,,,,,NAN,,NAN,,0,79,79,79,1,80,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_16.jpeg,liked,3.195382774,,,,,,,,,,,,,,
,,,,,,space,0.1053,NAN,,NAN,,0,80,80,80,1,81,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_9.jpeg,did not like,1.779333479,,,,,,,,,,,,,,
,,,,,,space,1.4597,NAN,,NAN,,0,81,81,81,1,82,Sam,Acc,Participant_Images/5f32bc368853aa03df112fc6/5f32bc368853aa03df112fc6_Images/5f32bc368853aa03df112fc6_Image_29.jpeg,liked,4.312468682,,,,,,,,,,,,,,
